Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price_Clean,Region_Type,Make_Origin,Car_Age
Honda,Accord,2018,Saudi,Silver,Full,1.5,Gas,Automatic,Used,70000,Al-Medina,394272000.0,Urban,Japan,6
Honda,Accord,2019,Saudi,Silver,Semi Full,1.5,Gas,Automatic,Used,11000,Al-Ahsa,393450600.0,Suburban,Japan,5
Mercedes,S,2012,Saudi,Silver,Full,3.6,Gas,Automatic,Used,140000,Riyadh,390165000.0,Urban,Europe,12
Lexus,LS,2012,Saudi,Grey,Full,1.8,Gas,Automatic,Used,150000,Taef,390165000.0,Suburban,Japan,12
Jaguar,XF,2017,Saudi,Black,Full,2.0,Gas,Automatic,Used,100000,Aseer,390165000.0,Suburban,Europe,7
Toyota,Avalon,2017,Saudi,White,Full,3.5,Gas,Automatic,Used,180000,Taef,390165000.0,Suburban,Japan,7
Toyota,4Runner,2018,Saudi,White,Full,6.1,Gas,Automatic,Used,115150,Jeddah,390165000.0,Urban,Japan,6
Jeep,Grand Cherokee,2015,Saudi,Silver,Full,5.7,Gas,Automatic,Used,146000,Riyadh,390165000.0,Urban,USA,9
INFINITI,Q,2017,Saudi,Brown,Semi Full,1.6,Gas,Automatic,Used,144000,Riyadh,390165000.0,Urban,Japan,7
Ford,Expedition,2016,Saudi,White,Full,3.5,Gas,Automatic,Used,104000,Dammam,390165000.0,Urban,USA,8
Jaguar,XJ,2014,Saudi,Another Color,Full,3.0,Gas,Automatic,Used,112000,Dammam,390165000.0,Urban,Europe,10
Hyundai,Elantra,2021,Saudi,Silver,Full,1.7,Gas,Automatic,Used,2600,Makkah,390165000.0,Urban,Korea,3
GMC,Sierra,2017,Gulf Arabic,Black,Full,5.3,Gas,Automatic,Used,108000,Riyadh,390165000.0,Urban,USA,7
Dodge,Charger,2016,Other,Black,Full,3.6,Gas,Automatic,Used,101000,Dammam,390165000.0,Urban,USA,8
Chevrolet,Silverado,2016,Saudi,Silver,Semi Full,5.3,Gas,Automatic,Used,179000,Hail,390165000.0,Suburban,USA,8
Mercedes,S,2012,Gulf Arabic,Brown,Semi Full,3.6,Gas,Automatic,Used,131000,Riyadh,390165000.0,Urban,Europe,12
Toyota,Camry,2018,Saudi,Silver,Full,2.5,Gas,Automatic,Used,150000,Jazan,390165000.0,Suburban,Japan,6
Genesis,G80,2017,Saudi,White,Full,3.8,Gas,Automatic,Used,158000,Qassim,390165000.0,Suburban,Korea,7
Toyota,Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,Used,145000,Dammam,390165000.0,Urban,Japan,13
GMC,Sierra,2016,Saudi,Silver,Full,5.3,Gas,Automatic,Used,144000,Aseer,390165000.0,Suburban,USA,8
Mercedes,E,2014,Saudi,Black,Full,4.0,Gas,Automatic,Used,161000,Dammam,390165000.0,Urban,Europe,10
Toyota,Land Cruiser,2001,Saudi,White,Full,4.8,Gas,Automatic,Used,152000,Qassim,390165000.0,Suburban,Japan,23
Great Wall,Power,2021,Saudi,White,Full,2.0,Gas,Automatic,Used,4000,Al-Medina,390165000.0,Urban,China,3
GMC,Yukon,2013,Saudi,White,Full,5.3,Gas,Automatic,Used,19400,Yanbu,390165000.0,Suburban,USA,11
BMW,Z,2015,Saudi,White,Full,4.0,Gas,Automatic,Used,65555,Jeddah,390165000.0,Urban,Europe,9
Chevrolet,Tahoe,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,Used,91000,Riyadh,390165000.0,Urban,USA,8
Genesis,Platinum,2015,Saudi,White,Full,3.8,Gas,Automatic,Used,208000,Riyadh,390165000.0,Urban,Korea,9
Toyota,Land Cruiser 70,2012,Saudi,Another Color,Standard,4.0,Gas,Manual,Used,94000,Riyadh,390165000.0,Urban,Japan,12
Nissan,Land Cruiser Pickup,2016,Saudi,White,Full,4.8,Gas,Automatic,Used,44000,Riyadh,390165000.0,Urban,Japan,8
Toyota,Land Cruiser Pickup,2019,Saudi,Brown,Full,4.0,Gas,Manual,Used,67000,Jeddah,390165000.0,Urban,Japan,5
GMC,Yukon,2014,Saudi,Red,Full,6.2,Gas,Automatic,Used,36000,Al-Ahsa,390165000.0,Suburban,USA,10
Toyota,Camry,2019,Saudi,White,Full,2.5,Gas,Automatic,Used,36000,Aseer,390165000.0,Suburban,Japan,5
Toyota,FJ,2014,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,Used,199000,Dammam,390165000.0,Urban,Japan,10
Ford,Explorer,2016,Gulf Arabic,Red,Full,3.5,Gas,Automatic,Used,93000,Riyadh,390165000.0,Urban,USA,8
Honda,Accord,2019,Saudi,Red,Semi Full,1.5,Gas,Automatic,Used,49000,Riyadh,390165000.0,Urban,Japan,5
Kia,Cadenza,2018,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,Used,69000,Riyadh,390165000.0,Urban,Korea,6
Honda,Accord,2019,Gulf Arabic,Silver,Full,1.5,Gas,Automatic,Used,81000,Dammam,390165000.0,Urban,Japan,5
INFINITI,Q,2016,Saudi,Black,Standard,3.7,Gas,Automatic,Used,13000,Dammam,390165000.0,Urban,Japan,8
Lexus,ES,2016,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,89000,Jeddah,390165000.0,Urban,Japan,8
Porsche,Cayenne,2012,Saudi,Brown,Full,3.5,Gas,Automatic,Used,13900,Jeddah,390165000.0,Urban,Europe,12
Toyota,Camry,2018,Saudi,Brown,Full,3.5,Gas,Automatic,Used,80000,Riyadh,390165000.0,Urban,Japan,6
Honda,Accord,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,18000,Jeddah,390165000.0,Urban,Japan,5
Toyota,Land Cruiser Pickup,2016,Gulf Arabic,Another Color,Semi Full,4.0,Gas,Manual,Used,223000,Dammam,390165000.0,Urban,Japan,8
Lexus,RX,2015,Saudi,Grey,Standard,3.5,Gas,Automatic,Used,70000,Jeddah,390165000.0,Urban,Japan,9
Chevrolet,Tahoe,2015,Saudi,Black,Standard,5.3,Gas,Automatic,Used,250000,Yanbu,390165000.0,Suburban,USA,9
Chevrolet,Impala,2019,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,16000,Riyadh,390165000.0,Urban,USA,5
Hyundai,Azera,2019,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,44271,Dammam,390165000.0,Urban,Korea,5
Kia,Cadenza,2020,Saudi,Brown,Semi Full,3.3,Gas,Automatic,Used,17000,Yanbu,390165000.0,Suburban,Korea,4
Ford,Taurus,2018,Other,Grey,Full,3.7,Gas,Automatic,Used,88000,Dammam,390165000.0,Urban,USA,6
Toyota,Land Cruiser Pickup,2016,Saudi,Bronze,Semi Full,4.0,Gas,Manual,Used,243000,Riyadh,390165000.0,Urban,Japan,8
Honda,Accord,2018,Gulf Arabic,Grey,Full,1.5,Gas,Automatic,Used,40804,Qassim,390165000.0,Suburban,Japan,6
Chevrolet,Silverado,2016,Saudi,White,Full,5.3,Gas,Automatic,Used,96000,Aseer,390165000.0,Suburban,USA,8
Genesis,Royal,2016,Saudi,White,Full,3.8,Gas,Automatic,Used,55000,Riyadh,390165000.0,Urban,Korea,8
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,Used,28000,Dammam,390165000.0,Urban,Japan,8
Toyota,Land Cruiser Pickup,2015,Saudi,Brown,Semi Full,4.0,Gas,Manual,Used,96000,Tabouk,390165000.0,Urban,Japan,9
MINI,Copper,2016,Gulf Arabic,Black,Full,2.0,Gas,Automatic,Used,42000,Riyadh,390165000.0,Urban,Europe,8
Toyota,Prado,2014,Saudi,Another Color,Full,4.0,Gas,Automatic,Used,314000,Riyadh,390165000.0,Urban,Japan,10
Toyota,Camry,2018,Gulf Arabic,White,Full,2.5,Gas,Automatic,Used,42000,Riyadh,390165000.0,Urban,Japan,6
Kia,Cadenza,2020,Saudi,Silver,Semi Full,3.5,Gas,Automatic,Used,23000,Riyadh,390165000.0,Urban,Korea,4
Ford,Expedition,2016,Gulf Arabic,Another Color,Semi Full,3.5,Gas,Automatic,Used,63000,Riyadh,390165000.0,Urban,USA,8
Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,Used,72000,Jeddah,390165000.0,Urban,Japan,6
Toyota,Camry,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,25000,Jeddah,390165000.0,Urban,Japan,4
Isuzu,Dyna,2014,Saudi,White,Standard,1.8,Diesel,Manual,Used,300,Riyadh,386058000.0,Urban,Japan,10
Ford,Mustang,2016,Other,Red,Full,3.7,Gas,Automatic,Used,103000,Dammam,386058000.0,Urban,USA,8
Chrysler,300,2017,Other,White,Semi Full,3.6,Gas,Automatic,Used,108828,Riyadh,386058000.0,Urban,USA,7
Hyundai,Azera,2019,Saudi,Navy,Full,3.5,Gas,Automatic,Used,64000,Riyadh,386058000.0,Urban,Korea,5
Ford,Mustang,2016,Other,Red,Semi Full,3.7,Gas,Automatic,Used,103000,Dammam,386058000.0,Urban,USA,8
Toyota,Camry,2019,Saudi,Black,Full,2.5,Gas,Automatic,Used,13000,Riyadh,386058000.0,Urban,Japan,5
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,Used,28000,Dammam,386058000.0,Urban,Japan,8
Kia,K5,2021,Saudi,Grey,Semi Full,2.5,Gas,Automatic,Used,12000,Al-Ahsa,386058000.0,Suburban,Korea,3
Mercedes,C,2015,Other,Grey,Semi Full,2.0,Gas,Automatic,Used,187000,Riyadh,386058000.0,Urban,Europe,9
Toyota,Land Cruiser Pickup,2016,Gulf Arabic,Another Color,Full,4.0,Gas,Manual,Used,243038,Riyadh,384004500.0,Urban,Japan,8
Toyota,Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,Used,76192,Riyadh,384004500.0,Urban,Japan,4
Genesis,G80,2018,Saudi,White,Standard,3.8,Gas,Automatic,Used,52329,Riyadh,384004500.0,Urban,Korea,6
Lexus,ES,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,128000,Riyadh,384004500.0,Urban,Japan,6
Ford,F150,2016,Gulf Arabic,White,Semi Full,5.0,Gas,Automatic,Used,115000,Qassim,381951000.0,Suburban,USA,8
Toyota,Rav4,2020,Saudi,White,Standard,2.0,Gas,Automatic,Used,30000,Najran,381951000.0,Suburban,Japan,4
Jeep,Wrangler,2017,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,Used,82000,Dammam,381951000.0,Urban,USA,7
Mazda,6,2021,Saudi,Grey,Standard,2.5,Gas,Automatic,Used,115,Jeddah,381951000.0,Urban,Japan,3
Genesis,G80,2018,Saudi,Another Color,Semi Full,3.8,Gas,Automatic,Used,127000,Riyadh,381951000.0,Urban,Korea,6
GMC,Sierra,2018,Saudi,White,Standard,5.3,Gas,Automatic,Used,95000,Dammam,381951000.0,Urban,USA,6
Ford,Taurus,2018,Other,Black,Full,3.5,Gas,Automatic,Used,92000,Dammam,381951000.0,Urban,USA,6
Honda,Accord,2017,Gulf Arabic,Another Color,Semi Full,2.4,Gas,Automatic,Used,43925,Riyadh,381951000.0,Urban,Japan,7
Toyota,Avalon,2016,Other,White,Semi Full,3.5,Gas,Automatic,Used,123000,Riyadh,381951000.0,Urban,Japan,8
Toyota,Furniture,2019,Saudi,White,Semi Full,3.0,Gas,Automatic,Used,40000,Riyadh,381951000.0,Urban,Japan,5
Ford,Mustang,2015,Other,White,Full,5.0,Gas,Manual,Used,111000,Makkah,381946893.0,Urban,USA,9
Chevrolet,Silverado,2016,Gulf Arabic,Brown,Full,5.3,Gas,Automatic,Used,112000,Dammam,377844000.0,Urban,USA,8
Toyota,Land Cruiser,2011,Saudi,White,Semi Full,4.5,Gas,Automatic,Used,183000,Riyadh,377844000.0,Urban,Japan,13
Toyota,Furniture,2016,Saudi,White,Semi Full,2.4,Diesel,Automatic,Used,120000,Al-Jouf,377844000.0,Suburban,Japan,8
Chevrolet,Tahoe,2015,Saudi,Black,Standard,5.3,Gas,Automatic,Used,121000,Riyadh,377844000.0,Urban,USA,9
Chevrolet,Tahoe,2016,Saudi,White,Semi Full,5.3,Gas,Automatic,Used,197000,Riyadh,377844000.0,Urban,USA,8
Ford,Taurus,2018,Saudi,Another Color,Standard,3.6,Gas,Automatic,Used,78000,Riyadh,377844000.0,Urban,USA,6
Iveco,Daily,2018,Saudi,White,Standard,3.0,Diesel,Manual,Used,116000,Riyadh,377844000.0,Urban,Europe,6
Honda,Accord,2018,Gulf Arabic,Golden,Full,2.4,Gas,Automatic,Used,75000,Dammam,377844000.0,Urban,Japan,6
Toyota,Camry,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,20000,Aseer,377844000.0,Suburban,Japan,4
Honda,Accord,2018,Gulf Arabic,White,Semi Full,1.5,Gas,Automatic,Used,53146,Riyadh,375790500.0,Urban,Japan,6
Mercedes,C,2015,Saudi,Grey,Semi Full,2.0,Gas,Automatic,Used,99000,Jeddah,375790500.0,Urban,Europe,9
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,Used,94458,Riyadh,375790500.0,Urban,Japan,6
Lexus,ES,2016,Gulf Arabic,Golden,Semi Full,1.6,Gas,Automatic,Used,12472,Dammam,374558400.0,Urban,Japan,8
Ford,Taurus,2018,Other,Bronze,Full,3.5,Gas,Automatic,Used,59000,Dammam,373737000.0,Urban,USA,6
Chevrolet,Suburban,2015,Saudi,Bronze,Standard,5.3,Gas,Automatic,Used,118000,Riyadh,373737000.0,Urban,USA,9
Toyota,Prado,2016,Saudi,White,Semi Full,6.0,Gas,Automatic,Used,180,Qassim,373737000.0,Suburban,Japan,8
Audi,A8,2013,Saudi,Navy,Full,3.0,Gas,Automatic,Used,130,Riyadh,373737000.0,Urban,Europe,11
Toyota,Hilux,2016,Saudi,White,Full,2.8,Gas,Automatic,Used,97000,Jeddah,373737000.0,Urban,Japan,8
INFINITI,Q,2019,Saudi,Silver,Full,3.5,Gas,Automatic,Used,5000,Riyadh,371683500.0,Urban,Japan,5
Toyota,Camry,2019,Saudi,Brown,Full,3.5,Gas,Automatic,Used,77000,Khobar,369630000.0,Urban,Japan,5
Lexus,IS,2016,Other,Silver,Full,3.5,Gas,Automatic,Used,132000,Dammam,369630000.0,Urban,Japan,8
Lexus,ES,2014,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,Used,121000,Dammam,369630000.0,Urban,Japan,10
Mercedes,S,2011,Gulf Arabic,White,Full,3.8,Gas,Automatic,Used,132000,Al-Medina,369630000.0,Urban,Europe,13
Toyota,Prado,2016,Saudi,Grey,Semi Full,4.0,Gas,Automatic,Used,67000,Riyadh,369630000.0,Urban,Japan,8
Mazda,6,2019,Saudi,Black,Full,2.1,Gas,Automatic,Used,81000,Jeddah,369630000.0,Urban,Japan,5
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.2,Gas,Automatic,Used,55769,Riyadh,369630000.0,Urban,USA,11
Audi,A6,2016,Saudi,Another Color,Full,3.0,Gas,Automatic,Used,77000,Jeddah,369630000.0,Urban,Europe,8
GMC,Yukon,2013,Saudi,Another Color,Full,5.3,Gas,Automatic,Used,206000,Riyadh,369630000.0,Urban,USA,11
Ford,Explorer,2015,Saudi,Navy,Full,2.0,Gas,Automatic,Used,40000,Qassim,369630000.0,Suburban,USA,9
Dodge,Charger,2018,Saudi,Black,Standard,3.6,Gas,Automatic,Used,38000,Jeddah,369630000.0,Urban,USA,6
Lexus,ES,2015,Saudi,Black,Full,3.6,Gas,Automatic,Used,232000,Yanbu,369630000.0,Suburban,Japan,9
Hyundai,Genesis,2017,Saudi,Bronze,Full,5.0,Gas,Automatic,Used,106000,Riyadh,369630000.0,Urban,Korea,7
Audi,A8,2014,Saudi,Grey,Semi Full,3.0,Gas,Automatic,Used,160,Riyadh,369630000.0,Urban,Europe,10
Honda,Accord,2017,Gulf Arabic,Blue,Full,2.5,Gas,Automatic,Used,75000,Riyadh,369630000.0,Urban,Japan,7
Toyota,Land Cruiser Pickup,2015,Saudi,Another Color,Full,4.0,Gas,Manual,Used,203843,Riyadh,369630000.0,Urban,Japan,9
Hyundai,Elantra,2021,Other,White,Full,2.0,Gas,Automatic,Used,3000,Riyadh,369630000.0,Urban,Korea,3
Nissan,Patrol,2013,Saudi,Golden,Semi Full,5.6,Gas,Automatic,Used,328000,Riyadh,369630000.0,Urban,Japan,11
Mercedes,C,2015,Saudi,Silver,Semi Full,2.0,Gas,Automatic,Used,73000,Riyadh,369630000.0,Urban,Europe,9
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,Used,48000,Aseer,369630000.0,Suburban,Japan,6
Ford,Other,2016,Saudi,Another Color,Full,3.2,Gas,Automatic,Used,15500,Riyadh,369630000.0,Urban,USA,8
GMC,Yukon,2014,Saudi,Red,Standard,5.3,Gas,Automatic,Used,92000,Dammam,369630000.0,Urban,USA,10
BMW,The 7,2014,Gulf Arabic,Silver,Full,3.0,Gas,Automatic,Used,139000,Riyadh,369630000.0,Urban,Europe,10
Toyota,Land Cruiser Pickup,2015,Saudi,White,Semi Full,4.0,Gas,Manual,Used,157000,Dammam,369630000.0,Urban,Japan,9
Toyota,Rav4,2018,Saudi,Black,Full,1.8,Gas,Automatic,Used,63000,Makkah,369630000.0,Urban,Japan,6
Toyota,C-HR,2020,Saudi,Silver,Full,2.0,Gas,Automatic,Used,11000,Dammam,369630000.0,Urban,Japan,4
Jeep,Grand Cherokee,2013,Other,Another Color,Full,6.4,Gas,Automatic,Used,118000,Riyadh,369630000.0,Urban,USA,11
Lexus,LS,2011,Other,White,Full,4.6,Gas,Automatic,Used,220,Jeddah,369630000.0,Urban,Japan,13
Toyota,Ciocca,2013,Other,Black,Full,5.7,Gas,Automatic,Used,53000,Riyadh,369630000.0,Urban,Japan,11
Mazda,6,2019,Saudi,White,Full,2.5,Gas,Automatic,Used,50000,Jeddah,369630000.0,Urban,Japan,5
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,Used,100000,Riyadh,369630000.0,Urban,Japan,7
Nissan,Patrol,2016,Saudi,White,Full,4.8,Gas,Automatic,Used,5448,Riyadh,369630000.0,Urban,Japan,8
BMW,The 3,2018,Saudi,Grey,Full,2.0,Gas,Automatic,Used,96000,Dammam,369630000.0,Urban,Europe,6
INFINITI,Q,2019,Gulf Arabic,Silver,Semi Full,2.0,Gas,Automatic,Used,5000,Riyadh,369630000.0,Urban,Japan,5
BMW,The 7,2014,Saudi,Navy,Full,6.0,Gas,Automatic,Used,182000,Jeddah,369630000.0,Urban,Europe,10
Toyota,Camry,2019,Saudi,White,Full,2.5,Hybrid,Automatic,Used,97000,Dammam,369630000.0,Urban,Japan,5
Chrysler,300,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,16000,Riyadh,369630000.0,Urban,USA,8
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,Used,55700,Riyadh,369630000.0,Urban,USA,11
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Automatic,Used,102000,Al-Ahsa,369630000.0,Suburban,Japan,7
Ford,F150,2016,Saudi,White,Semi Full,5.0,Gas,Automatic,Used,138,Riyadh,369630000.0,Urban,USA,8
Mercedes,ML,2013,Saudi,Black,Semi Full,3.3,Gas,Automatic,Used,165000,Riyadh,369630000.0,Urban,Europe,11
Honda,Accord,2017,Saudi,Navy,Full,3.5,Gas,Automatic,Used,25400,Jeddah,369630000.0,Urban,Japan,7
Toyota,FJ,2015,Saudi,Blue,Full,4.0,Gas,Automatic,Used,228000,Jeddah,369630000.0,Urban,Japan,9
Toyota,Hilux,2019,Saudi,White,Semi Full,2.7,Gas,Manual,Used,23000,Jeddah,369630000.0,Urban,Japan,5
Toyota,Ciocca,2016,Saudi,White,Semi Full,5.7,Gas,Automatic,Used,390,Al-Medina,369630000.0,Urban,Japan,8
Toyota,Land Cruiser,2006,Saudi,White,Standard,4.5,Gas,Manual,Used,86000,Dammam,369630000.0,Urban,Japan,18
BMW,The 5,2016,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,Used,66000,Riyadh,369630000.0,Urban,Europe,8
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,1.0,Gas,Automatic,Used,495,Riyadh,369630000.0,Urban,Japan,11
Toyota,Land Cruiser 70,2019,Saudi,White,Full,4.0,Gas,Manual,Used,89000,Riyadh,369630000.0,Urban,Japan,5
Toyota,Ciocca,2016,Saudi,White,Full,5.7,Gas,Automatic,Used,134000,Riyadh,369630000.0,Urban,Japan,8
Toyota,Land Cruiser 70,2016,Gulf Arabic,White,Semi Full,4.0,Gas,Manual,Used,177000,Riyadh,369630000.0,Urban,Japan,8
Lexus,ES,2013,Saudi,Black,Full,3.6,Gas,Automatic,Used,137000,Tabouk,369630000.0,Urban,Japan,11
Lexus,IS,2016,Gulf Arabic,Grey,Full,3.5,Gas,Automatic,Used,166,Al-Ahsa,369630000.0,Suburban,Japan,8
Mitsubishi,Pajero,2017,Gulf Arabic,White,Full,3.2,Diesel,Automatic,Used,80000,Qassim,367576500.0,Suburban,Japan,7
Hyundai,Sonata,2020,Saudi,Grey,Semi Full,2.5,Gas,Automatic,Used,44590,Riyadh,367576500.0,Urban,Korea,4
Honda,Accord,2016,Gulf Arabic,Golden,Full,2.5,Gas,Automatic,Used,66000,Riyadh,365523000.0,Urban,Japan,8
Hyundai,Kona,2020,Saudi,White,Full,2.0,Gas,Automatic,Used,3109,Riyadh,365523000.0,Urban,Korea,4
Toyota,FJ,2015,Saudi,White,Full,4.0,Gas,Automatic,Used,259880,Riyadh,365523000.0,Urban,Japan,9
Dodge,Challenger,2016,Other,Silver,Full,3.6,Gas,Automatic,Used,160000,Dammam,365523000.0,Urban,USA,8
Toyota,Ciocca,2013,Saudi,White,Standard,5.7,Gas,Automatic,Used,114000,Al-Medina,365523000.0,Urban,Japan,11
Chevrolet,Silverado,2018,Saudi,White,Standard,5.3,Gas,Automatic,Used,57000,Dammam,365523000.0,Urban,USA,6
Ford,Taurus,2018,Other,Black,Full,3.5,Gas,Automatic,Used,100000,Dammam,365523000.0,Urban,USA,6
Dodge,Charger,2016,Other,Blue,Full,5.7,Gas,Automatic,Used,142000,Riyadh,365523000.0,Urban,USA,8
Ford,Taurus,2018,Other,Black,Semi Full,3.5,Gas,Automatic,Used,100000,Dammam,365523000.0,Urban,USA,6
Jeep,Wrangler,2014,Saudi,Grey,Full,3.6,Gas,Automatic,Used,88000,Makkah,365523000.0,Urban,USA,10
Ford,Mustang,2016,Gulf Arabic,Silver,Full,3.7,Gas,Automatic,Used,240000,Dammam,365523000.0,Urban,USA,8
Ford,Expedition,2016,Saudi,Red,Standard,3.5,Gas,Automatic,Used,70263,Riyadh,365523000.0,Urban,USA,8
Toyota,Furniture,2019,Saudi,White,Standard,2.7,Gas,Automatic,Used,100665,Riyadh,363469500.0,Urban,Japan,5
MINI,Copper,2016,Saudi,Navy,Full,6.3,Gas,Automatic,Used,104,Jeddah,363469500.0,Urban,Europe,8
Ford,Explorer,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,127000,Riyadh,361416000.0,Urban,USA,8
Changan,CS95,2020,Saudi,Black,Semi Full,2.0,Gas,Automatic,Used,45000,Hafar Al-Batin,361416000.0,Suburban,China,4
Hyundai,Sonata,2020,Saudi,Grey,Semi Full,2.5,Gas,Automatic,Used,44000,Riyadh,361416000.0,Urban,Korea,4
Honda,Accord,2017,Saudi,White,Standard,1.0,Gas,Automatic,Used,63000,Riyadh,361416000.0,Urban,Japan,7
Ford,Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,Used,108000,Al-Ahsa,361416000.0,Suburban,USA,5
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,Used,27000,Jeddah,361416000.0,Urban,Japan,6
Nissan,Patrol,2016,Saudi,White,Standard,4.8,Gas,Automatic,Used,4700,Riyadh,361416000.0,Urban,Japan,8
Ford,Taurus,2018,Other,Black,Semi Full,3.5,Gas,Automatic,Used,118000,Dammam,361416000.0,Urban,USA,6
Kia,Cadenza,2019,Saudi,Silver,Semi Full,3.5,Gas,Automatic,Used,94000,Riyadh,361416000.0,Urban,Korea,5
Genesis,Royal,2016,Saudi,White,Full,3.8,Gas,Automatic,Used,140000,Riyadh,361416000.0,Urban,Korea,8
Lexus,GS,2015,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,224,Riyadh,361416000.0,Urban,Japan,9
Audi,A6,2018,Saudi,Silver,Semi Full,3.0,Gas,Automatic,Used,92000,Al-Medina,361416000.0,Urban,Europe,6
Toyota,FJ,2016,Saudi,Black,Semi Full,4.0,Gas,Automatic,Used,381000,Riyadh,361416000.0,Urban,Japan,8
Kia,K5,2021,Saudi,Grey,Standard,2.5,Gas,Automatic,Used,18000,Riyadh,361416000.0,Urban,Korea,3
MG,RX8,2020,Saudi,Grey,Semi Full,2.0,Gas,Automatic,Used,19000,Jeddah,361416000.0,Urban,China,4
Lexus,ES,2016,Saudi,Bronze,Semi Full,3.4,Gas,Automatic,Used,154000,Dammam,361416000.0,Urban,Japan,8
Toyota,Land Cruiser,2010,Saudi,White,Full,4.6,Gas,Automatic,Used,344000,Riyadh,361416000.0,Urban,Japan,14
Toyota,FJ,2015,Gulf Arabic,White,Full,4.0,Gas,Automatic,Used,200000,Aseer,361416000.0,Suburban,Japan,9
Mercedes,S,2010,Saudi,Brown,Full,3.8,Gas,Automatic,Used,114000,Al-Medina,361416000.0,Urban,Europe,14
Land Rover,Range Rover,2013,Saudi,White,Semi Full,8.7,Gas,Automatic,Used,177,Jeddah,361416000.0,Urban,Europe,11
Chrysler,C300,2017,Saudi,Grey,Full,5.7,Gas,Automatic,Used,130000,Riyadh,361416000.0,Urban,USA,7
Honda,Accord,2019,Gulf Arabic,White,Standard,1.5,Gas,Automatic,Used,28000,Qassim,361416000.0,Suburban,Japan,5
Ford,Expedition,2016,Gulf Arabic,White,Full,5.4,Gas,Automatic,Used,81000,Riyadh,361416000.0,Urban,USA,8
Jeep,Cherokee,2016,Gulf Arabic,Grey,Full,3.3,Gas,Automatic,Used,81000,Riyadh,361416000.0,Urban,USA,8
Kia,Cadenza,2019,Gulf Arabic,White,Semi Full,3.3,Gas,Manual,Used,72000,Riyadh,361416000.0,Urban,Korea,5
Hyundai,Senta fe,2020,Saudi,Black,Semi Full,2.4,Gas,Automatic,Used,82000,Riyadh,361416000.0,Urban,Korea,4
Mitsubishi,Pajero,2017,Saudi,Another Color,Full,3.8,Gas,Automatic,Used,28000,Jeddah,361416000.0,Urban,Japan,7
GMC,Sierra,2015,Other,Brown,Standard,5.3,Gas,Automatic,Used,145000,Riyadh,359362500.0,Urban,USA,9
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,Used,62000,Dammam,357309000.0,Urban,Japan,7
Toyota,Avalon,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,86000,Jeddah,357309000.0,Urban,Japan,8
Honda,Accord,2018,Gulf Arabic,Silver,Semi Full,1.5,Gas,Automatic,Used,38000,Riyadh,357309000.0,Urban,Japan,6
Toyota,Avalon,2015,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,100000,Riyadh,357309000.0,Urban,Japan,9
Toyota,Prado,2013,Saudi,Another Color,Full,3.8,Gas,Automatic,Used,108000,Riyadh,357309000.0,Urban,Japan,11
GAC,GS8,2020,Saudi,White,Full,2.0,Gas,Automatic,Used,4900,Riyadh,357309000.0,Urban,China,4
Chevrolet,Tahoe,2016,Saudi,Another Color,Standard,5.3,Gas,Automatic,Used,217000,Abha,357309000.0,Suburban,USA,8
Chevrolet,Silverado,2016,Gulf Arabic,White,Standard,5.3,Gas,Automatic,Used,143000,Dammam,357309000.0,Urban,USA,8
